Index,Height(Inches),Weight(Pounds),BMI
15900,69.66435,135.0944,19.56912887
15901,70.1609,118.3303,16.8989993
15902,67.91643,134.0842,20.43540417
15903,69.72084,129.8715,18.78209184
15904,66.27692,123.4119,19.7509381
15905,68.83848,108.7075,16.12695183
15906,66.70584,128.4442,20.29280622
15907,69.88419,146.8151,21.13334187
15908,69.77301,136.3172,19.68480262
15909,67.31753,118.5609,18.3924874
15910,70.62492,136.7641,19.2757595
15911,66.38894,118.7559,18.94170425
15912,67.15444,127.4159,19.86229773
15913,68.86083,121.9486,18.07955088
15914,65.47601,119.0022,19.51398211
15915,67.33502,125.7401,19.49607287
15916,68.45368,113.8913,17.0864671
15917,67.32573,130.848,20.29365494
15918,65.63352,96.94675,15.82111861
15919,69.09134,128.7349,18.95851836
15920,66.68162,123.8286,19.57780522
15921,67.27892,119.8219,18.60944856
15922,66.83412,141.3197,22.24137147
15923,64.8425,104.1389,17.41200606
15924,68.13785,139.2758,21.08891008
15925,67.83599,145.5619,22.23733332
15926,68.43267,128.1718,19.24069869
15927,68.44093,118.326,17.75839468
15928,68.90259,135.902,20.12380401
15929,67.65946,115.9803,17.81076191
15930,64.72884,126.7694,21.27032431
15931,65.16943,107.2528,17.75317847
15932,68.30429,134.5369,20.27219517
15933,67.49387,137.5206,21.2223964
15934,67.59123,124.1155,19.09856103
15935,65.05233,128.8537,21.40555565
15936,71.06411,129.7451,18.06116031
15937,66.51821,107.858,17.13667578
15938,68.41937,122.5515,18.40415213
15939,69.47786,129.6483,18.88118663
15940,66.99148,126.63,19.83594004
15941,67.36273,126.6374,19.61904899
15942,67.06229,126.849,19.82830607
15943,65.89625,136.3139,22.06856362
15944,70.22917,145.3402,20.71600499
15945,65.93523,118.384,19.14314479
15946,69.97458,126.3133,18.13526081
15947,66.95063,125.1891,19.63416816
15948,70.3091,140.2088,19.93919037
15949,70.12037,133.0408,19.02180716
15950,65.7668,126.4413,20.55090044
15951,69.57565,134.8488,19.58338971
15952,65.92296,108.4948,17.55055481
15953,70.79414,130.4189,18.29368671
15954,69.44383,131.4925,19.16853742
15955,66.62863,130.4575,20.65868196
15956,67.80396,139.6093,21.34811613
15957,68.95013,138.8719,20.53522775
15958,71.30744,146.9161,20.31210935
15959,67.58884,134.6915,20.72743342
15960,69.10194,123.2658,18.14752667
15961,71.06352,147.8189,20.57746444
15962,69.84568,115.9428,16.70782853
15963,66.83921,104.2683,16.4075978
15964,69.76971,137.6183,19.87456711
15965,67.58215,139.1822,21.42273986
15966,69.18909,134.7638,19.79034368
15967,74.25069,150.0567,19.13417443
15968,69.13383,135.5109,19.93188258
15969,66.30129,117.319,18.76202545
15970,68.25075,124.1859,18.74186295
15971,70.71204,156.4888,22.00147778
15972,65.20837,110.58,18.28206387
15973,63.79465,122.6602,21.18802493
15974,71.69954,145.9436,19.95756907
15975,68.00717,141.6695,21.5338796
15976,67.55854,132.8552,20.46319164
15977,65.6403,143.5714,23.42513734
15978,64.35459,107.3014,18.2138459
15979,69.7329,136.9779,19.80297209
15980,73.36407,140.0662,18.2945545
15981,65.08527,120.9151,20.06644517
15982,67.59317,122.3761,18.8298259
15983,68.82592,123.6124,18.34481401
15984,66.47578,117.2748,18.65662758
15985,68.44873,125.3048,18.80148893
15986,66.23119,133.229,21.3515288
15987,66.32448,116.0772,18.55045393
15988,67.293,137.0363,21.27409866
15989,65.65561,124.1935,20.25398622
15990,66.92149,109.5993,17.20409775
15991,65.07498,105.2216,17.46755582
15992,67.96785,131.2363,19.97111158
15993,66.14877,120.1462,19.30286699
15994,69.45894,120.3336,17.53419903
15995,65.77765,123.8685,20.12609398
15996,65.23996,116.0991,19.17594635
15997,68.39398,117.3044,17.6292515
15998,66.57914,113.7488,18.0395536
15999,67.67032,113.9851,17.49874688
16000,68.46821,114.5627,17.17989944
16001,67.94276,147.1207,22.40488596
16002,68.41071,114.7406,17.23551426
16003,67.81453,120.7329,18.45590922
16004,66.13517,135.6964,21.81015252
16005,68.84075,128.7526,19.09941857
16006,69.82133,130.4452,18.81079686
16007,70.69125,131.4881,18.49738997
16008,69.67354,127.5423,18.47029431
16009,67.11306,112.9442,17.62808667
16010,67.76652,113.787,17.4187748
16011,67.98509,117.4293,17.86094542
16012,66.10635,119.1248,19.16333767
16013,70.25508,130.6601,18.60984886
16014,69.69406,127.8872,18.50933749
16015,70.62853,154.1866,21.72909418
16016,66.46828,115.0219,18.30235526
16017,65.83352,118.1788,19.16905694
16018,69.43541,133.457,19.45963431
16019,67.18957,126.4289,19.687835
16020,67.85753,132.5879,20.2424522
16021,70.80011,130.9031,18.35850836
16022,68.23846,111.4887,16.83169071
16023,69.24097,145.3706,21.31599557
16024,69.30102,127.2747,18.6302273
16025,69.52276,130.5737,18.99140196
16026,69.22084,141.1106,20.70337903
16027,67.85295,129.5885,19.78719893
16028,65.77801,128.725,20.91494681
16029,66.55636,124.4,19.742247
16030,65.75154,134.4078,21.85586198
16031,65.79782,128.8091,20.91601097
16032,68.06347,118.8537,18.0359847
16033,68.3986,102.3968,15.38676371
16034,68.21292,123.15,18.6061475
16035,66.66365,130.5961,20.65890771
16036,65.77131,112.8459,18.33868225
16037,64.85413,117.4122,19.62425937
16038,69.30353,158.2312,23.15990291
16039,67.96803,111.7532,17.00614697
16040,68.60519,137.1098,20.47905345
16041,66.8475,123.4111,19.41508108
16042,67.11017,116.3094,18.15488334
16043,69.15094,129.7406,19.07370454
16044,66.13712,106.6076,17.13377001
16045,66.42691,138.0277,21.99041751
16046,70.39729,118.1795,16.76430646
16047,68.66476,137.9495,20.56873784
16048,70.14358,133.6875,19.1016231
16049,66.8426,130.6206,20.55229526
16050,70.37678,133.2398,18.91169749
16051,68.74193,116.7499,17.36874343
16052,65.41171,110.589,18.17005537
16053,71.92922,135.987,18.47744917
16054,69.84558,130.0924,18.74689706
16055,68.54234,139.991,20.94775988
16056,68.97866,124.9344,18.45898656
16057,67.76261,112.8224,17.27310482
16058,66.49068,124.7065,19.83000696
16059,64.95423,93.85997,15.63942776
16060,67.37242,132.68,20.54927448
16061,71.21076,136.9751,18.98915806
16062,69.7826,130.0858,18.77979832
16063,69.90597,139.7374,20.10200843
16064,70.10361,151.6632,21.69475624
16065,68.52806,128.6134,19.25327747
16066,67.44755,124.6756,19.26657132
16067,68.69408,121.506,18.10149422
16068,68.10934,131.7102,19.96003923
16069,67.69214,116.534,17.87851696
16070,67.63227,116.31,17.87575741
16071,64.61927,121.4863,20.45307144
16072,67.29108,124.9753,19.40280485
16073,69.87057,140.744,20.26733482
16074,67.21068,135.6258,21.10673508
16075,67.51395,106.5245,16.42925211
16076,66.91739,120.4203,18.9050157
16077,69.39064,147.6976,21.56388352
16078,68.90895,136.3169,20.18151483
16079,67.95984,113.1916,17.22918873
16080,67.44107,126.8993,19.61397635
16081,68.93723,131.1289,19.39751451
16082,68.20281,138.466,20.9263717
16083,66.81433,120.1186,18.91587134
16084,69.65587,127.9894,18.54444697
16085,69.37795,136.1519,19.88548122
16086,69.82831,123.4697,17.80133837
16087,65.75387,112.9789,18.37003694
16088,65.7493,123.9453,20.15594298
16089,65.71657,131.5604,21.41562407
16090,67.83512,131.2806,20.05610907
16091,69.31119,135.1037,19.77041826
16092,67.7191,120.699,18.50276537
16093,66.34019,109.6276,17.51143795
16094,67.49858,120.7825,18.63674516
16095,67.31243,126.4223,19.6150073
16096,69.86285,134.3626,19.35268053
16097,65.53745,123.5052,20.21442952
16098,64.59321,115.3473,19.4352004
16099,70.94415,137.818,19.24988276
16100,65.10856,142.4697,23.62662316
16101,65.90327,121.5589,19.67560786
16102,68.98332,130.488,19.27692313
16103,71.82366,157.4164,21.45212094
16104,64.24852,126.0415,21.46558023
16105,70.8681,147.1265,20.59418691
16106,66.96278,135.505,21.24436209
16107,66.12878,129.3979,20.80182949
16108,71.94824,136.8933,18.59076104
16109,65.07127,108.6386,18.03685938
16110,69.67868,126.0584,18.25270715
16111,64.74361,114.9174,19.27291003
16112,69.15274,125.9758,18.51926153
16113,67.27984,109.7412,17.04335656
16114,67.47621,121.506,18.76081439
16115,69.72662,139.0893,20.11184068
16116,70.1707,111.1782,15.87315823
16117,66.61857,128.6381,20.37672243
16118,67.53201,126.1899,19.45183464
16119,66.70138,122.2916,19.32334526
16120,67.70153,133.0479,20.40639938
16121,69.13985,127.8006,18.7945249
16122,68.40056,133.3174,20.03193239
16123,67.09034,116.1753,18.14467284
16124,64.56582,101.6407,17.14026888
16125,65.83884,112.2939,18.21156001
16126,67.8546,120.8841,18.4572042
16127,67.56548,164.5865,25.34543807
16128,68.95006,150.9348,22.31903492
16129,66.88926,127.4484,20.02520312
16130,63.7295,119.2318,20.63794274
16131,67.57752,139.8852,21.53389513
16132,69.1283,117.7473,17.32186018
16133,68.01587,112.7753,17.13755261
16134,67.06685,117.2326,18.3226339
16135,70.64588,108.4964,15.28259044
16136,68.04523,125.317,19.02698351
16137,65.18191,122.3296,20.24103501
16138,67.95231,125.4864,19.10484574
16139,69.25011,141.4465,20.73512202
16140,65.96393,140.1776,22.64753298
16141,67.5947,115.7894,17.81553377
16142,71.04171,124.8506,17.39078339
16143,67.77341,118.673,18.16304133
16144,69.13759,140.5952,20.67746742
16145,66.80684,118.2042,18.6185722
16146,74.47517,130.9092,16.59214321
16147,68.0331,139.2995,21.15750059
16148,68.0644,122.5887,18.60226058
16149,70.12434,135.7782,19.41099503
16150,66.81391,114.3368,18.00559937
16151,69.99107,145.8768,20.93419605
16152,68.46712,123.8385,18.57149594
16153,65.36962,119.4041,19.64367064
16154,66.36395,118.9485,18.98671537
16155,65.26932,120.7947,19.93356738
16156,67.70041,133.7415,20.51345992
16157,65.96714,117.3999,18.96565039
16158,66.02222,135.7149,21.88782508
16159,70.2321,135.7227,19.34356454
16160,68.38172,131.2653,19.73445875
16161,69.64098,145.0634,21.02729605
16162,67.28414,99.15936,15.39797565
16163,69.58655,151.417,21.98261489
16164,65.99345,109.9817,17.75309542
16165,65.25013,125.8024,20.77215186
16166,67.79735,119.3893,18.25976959
16167,70.76063,149.9261,21.04985881
16168,66.54695,107.2944,17.03240869
16169,69.24477,141.3338,20.72179661
16170,67.45018,151.1216,23.35154619
16171,68.89261,136.2221,20.17704764
16172,68.01896,133.4202,20.27294946
16173,68.55845,127.7299,19.1040707
16174,67.35986,117.0648,18.13757832
16175,71.41989,131.9403,18.18421001
16176,68.12119,134.7049,20.40676987
16177,63.85395,117.3799,20.23827647
16178,69.21935,113.3789,16.63537252
16179,70.98516,134.2274,18.72670512
16180,67.06622,112.0892,17.51908566
16181,68.33204,143.2136,21.56208799
16182,68.07284,117.0658,17.75978169
16183,64.26234,117.8436,20.06080032
16184,67.0604,133.9787,20.94396027
16185,67.00242,109.9566,17.21851327
16186,66.31913,122.8827,19.64121861
16187,70.46814,130.5875,18.4872075
16188,64.43246,119.6113,20.25434065
16189,68.4489,132.9983,19.95576901
16190,66.65345,116.5059,18.43562974
16191,65.46283,128.9968,21.16141526
16192,67.0748,131.4424,20.53865654
16193,66.19921,107.072,17.17614218
16194,68.7179,114.1472,16.9934215
16195,66.31607,114.3084,18.27241323
16196,66.64692,120.2193,19.02695768
16197,69.25969,130.928,19.18787021
16198,67.45099,127.3075,19.67128172
16199,64.42715,93.77605,15.88215463
16200,65.53849,142.5842,23.33640032
16201,66.89782,124.9394,19.6259555
16202,70.67184,144.1236,20.28605643
16203,67.93222,132.3346,20.15937758
16204,66.92724,125.4446,19.68799384
16205,66.53067,109.4724,17.38666035
16206,69.31518,120.3775,17.61342985
16207,70.82934,131.3445,18.4052121
16208,66.16717,114.8612,18.44350909
16209,69.87971,117.8718,16.96926581
16210,65.03428,99.61482,16.55749401
16211,69.47601,143.0517,20.83428546
16212,67.9457,118.4858,18.04253995
16213,69.66532,137.5848,19.92932131
16214,69.81227,140.3692,20.24713742
16215,64.61603,113.1176,19.04605193
16216,68.70534,122.9617,18.31235494
16217,67.86034,116.6122,17.80193665
16218,64.56665,109.1744,18.41024767
16219,67.55567,134.4666,20.7131494
16220,68.56515,143.9649,21.52806936
16221,66.91835,129.4116,20.31599436
16222,72.41732,134.7621,18.06500965
16223,71.08753,135.5392,18.85529771
16224,63.93158,106.8868,18.38436039
16225,68.00087,134.7445,20.48506914
16226,66.42765,120.6609,19.22313022
16227,68.58748,124.3152,18.577611
16228,68.73243,148.0622,22.03312642
16229,67.08349,127.3686,19.89694517
16230,69.95792,126.6491,18.19213441
16231,69.72909,121.2628,17.53294708
16232,69.26196,138.9057,20.35569045
16233,66.69,128.5966,20.32653614
16234,70.36077,142.2321,20.19722856
16235,67.46372,124.3689,19.20996389
16236,68.5373,121.8393,18.23428494
16237,67.50827,122.1101,18.83618532
16238,65.75245,120.3636,19.57161276
16239,66.74609,129.2159,20.39011252
16240,72.21651,139.8698,18.85412083
16241,66.94817,107.6458,16.88398642
16242,67.49868,157.1014,24.24068123
16243,68.42975,147.8209,22.19224613
16244,68.52518,119.6524,17.91333176
16245,66.78274,118.6653,18.70469364
16246,64.79988,121.5981,20.35793441
16247,70.23712,136.9404,19.51432466
16248,73.10806,140.7235,18.50936135
16249,66.2469,112.0223,17.94438958
16250,67.16625,118.2065,18.42020589
16251,69.34644,125.3572,18.32551829
16252,64.6456,121.8469,20.49707396
16253,68.87184,120.4789,17.85594942
16254,66.36918,123.2573,19.67139102
16255,71.20713,119.6618,16.59066876
16256,70.73217,138.1571,19.4130856
16257,68.33913,111.1084,16.72489221
16258,67.79893,137.6869,21.05727977
16259,65.85082,134.2529,21.76489749
16260,68.60721,144.9214,21.64453842
16261,68.04752,121.127,18.38957457
16262,67.92398,140.6038,21.42427491
16263,66.91439,119.9645,18.83514755
16264,64.70896,118.9869,19.97678682
16265,70.77016,120.547,16.92042927
16266,67.3468,121.395,18.81577862
16267,64.86953,109.9266,18.36439468
16268,64.19615,122.1719,20.84052651
16269,68.42556,129.0887,19.38236784
16270,67.23216,127.4021,19.81425661
16271,69.29292,140.8615,20.62385792
16272,66.12768,124.4191,20.00210984
16273,67.15976,135.3002,21.08800484
16274,68.92731,129.8894,19.21968989
16275,70.35575,126.1017,17.90923653
16276,66.56554,131.7885,20.9090317
16277,70.41469,133.3264,18.90361808
16278,66.30858,132.2852,21.15081605
16279,64.92028,123.1736,20.545286
16280,68.38333,120.7131,18.14718377
16281,66.60948,128.4356,20.35019886
16282,67.74654,132.4136,20.28213547
16283,67.76365,120.8272,18.49807156
16284,67.826,133.2988,20.36991204
16285,68.81311,130.7308,19.40845082
16286,69.31322,137.2461,20.08275027
16287,62.99079,128.0345,22.68444847
16288,68.01395,127.4918,19.37499425
16289,67.88325,128.8534,19.65739454
16290,64.34993,116.5172,19.78104391
16291,69.17264,121.2414,17.81302041
16292,65.01635,112.8708,18.77118798
16293,69.49107,134.9546,19.64649218
16294,71.6126,140.2298,19.22280482
16295,68.13264,120.655,18.27217367
16296,71.05107,146.4425,20.39300446
16297,69.16088,137.6839,20.23566416
16298,70.64956,136.3774,19.20785235
16299,68.2516,122.4347,18.47711546
16300,65.20641,111.7598,18.47822965
16301,69.1875,100.505,14.76004619
16302,68.26068,121.9934,18.40561951
16303,69.44096,127.7445,18.62370584
16304,66.8189,128.3391,20.20764346
16305,68.97099,122.6575,18.12660679
16306,70.46407,136.6546,19.34835876
16307,70.04348,137.2425,19.66565949
16308,67.31087,141.1151,21.89567837
16309,69.03446,119.7233,17.66046523
16310,67.49014,112.3328,17.3372915
16311,67.33983,119.2277,18.48368079
16312,72.06505,133.0291,18.00746558
16313,68.44578,134.0888,20.12122767
16314,70.93858,151.7394,21.19769826
16315,65.99061,100.1656,16.16998571
16316,65.69995,129.2969,21.05781759
16317,67.88781,123.7831,18.88135171
16318,68.71714,130.7432,19.46454623
16319,70.58546,130.0892,18.35549367
16320,70.50692,132.8177,18.78225763
16321,64.89796,112.7778,18.82421405
16322,68.03452,119.2309,18.10862591
16323,68.37598,142.8062,21.47312539
16324,65.31335,109.2026,17.99634806
16325,64.68155,110.3814,18.5477138
16326,67.81472,130.8844,20.00761241
16327,68.72087,134.8805,20.0783118
16328,66.31745,112.7879,18.0286081
16329,64.69964,128.1228,21.51681658
16330,63.19011,97.85324,17.22789881
16331,67.04974,123.1772,19.26155994
16332,69.77631,133.7446,19.31148111
16333,71.20739,122.73,17.01593915
16334,70.1551,122.5107,17.49890407
16335,70.25528,114.2026,16.26572324
16336,68.26686,131.6032,19.85189271
16337,68.34684,141.2898,21.26323092
16338,70.30878,140.619,19.99770723
16339,67.08135,110.5151,17.26526934
16340,70.55462,140.4344,19.83252059
16341,68.8199,130.0868,19.30903106
16342,66.44443,126.4245,20.13118822
16343,67.62411,130.7663,20.10240581
16344,69.99611,135.4407,19.43375417
16345,70.85949,146.443,20.50349505
16346,67.22633,127.3791,19.81411572
16347,65.79897,109.5994,17.7961194
16348,68.8133,121.8595,18.09130712
16349,68.15897,137.1696,20.75712303
16350,68.13434,137.7671,20.86261458
16351,66.03575,129.8433,20.93228505
16352,71.1392,136.5394,18.96685662
16353,65.7611,139.533,22.68266708
16354,66.4562,116.1557,18.48948619
16355,71.43418,139.566,19.2275004
16356,66.21723,117.6091,18.85620247
16357,65.29847,110.1183,18.15552501
16358,69.93212,124.5161,17.89894553
16359,68.65961,126.7685,18.9044485
16360,68.31157,127.5313,19.21248662
16361,68.86473,131.0624,19.4285211
16362,66.81505,125.3619,19.74114304
16363,71.22412,144.8558,20.07414375
16364,66.51076,136.4399,21.68267681
16365,65.78246,117.0782,19.02002753
16366,66.03177,131.3673,21.18052503
16367,67.44959,105.4248,16.29069012
16368,67.60525,118.4955,18.2262086
16369,67.3143,138.3905,21.47073618
16370,70.86729,131.1195,18.35400977
16371,65.48255,141.0259,23.12080967
16372,68.22266,141.3689,21.35265616
16373,71.31566,122.9654,16.99684994
16374,71.48733,141.9901,19.53238322
16375,64.96432,119.0701,19.83390595
16376,69.49516,139.2006,20.26223341
16377,67.88913,118.218,18.03177362
16378,68.90454,145.1237,21.48809879
16379,68.07183,127.9641,19.41371365
16380,64.39356,96.18308,16.3068146
16381,66.65415,107.8738,17.06934725
16382,68.40425,110.1585,16.55034943
16383,64.65508,144.2053,24.25108873
16384,66.44203,126.6712,20.17192868
16385,71.50072,133.5473,18.36409822
16386,73.88318,134.2179,17.28520781
16387,66.35681,129.7247,20.71128288
16388,64.5294,129.0555,21.78796098
16389,65.86448,106.1127,17.1957117
16390,66.79915,111.6206,17.58562489
16391,72.1822,134.0295,18.08404143
16392,69.3837,132.8476,19.39966037
16393,68.19583,146.2667,22.10981706
16394,70.5114,128.1338,18.11758701
16395,65.80641,130.8923,21.24873235
16396,70.16053,123.3076,17.61000372
16397,67.43844,122.1914,18.88778083
16398,70.71361,135.7651,19.08699022
16399,68.07891,153.5097,23.28444875
16400,68.35342,131.2236,19.74452886
16401,67.20032,130.9151,20.37991576
16402,68.69189,125.636,18.71795911
16403,70.46936,133.4589,18.89305598
16404,66.90871,133.8009,21.01111241
16405,69.88209,136.8009,19.69302849
16406,68.06727,130.8548,19.85492807
16407,69.20068,133.185,19.55194271
16408,67.47538,131.3843,20.28654639
16409,68.32743,117.697,17.72272695
16410,69.00192,138.9638,20.51798254
16411,65.35322,105.7026,17.39830797
16412,65.4318,116.5828,19.14309133
16413,66.26909,122.9144,19.6759666
16414,68.69404,125.9645,18.76572617
16415,66.1094,134.3551,21.6114074
16416,64.41092,134.127,22.72754525
16417,69.49636,133.8557,19.48354945
16418,64.59448,104.7582,17.65031822
16419,67.74181,124.6148,19.09023862
16420,67.86035,114.8292,17.52973996
16421,66.5956,131.0129,20.76721757
16422,67.29007,108.9249,16.91143788
16423,68.4697,126.7364,19.00464851
16424,68.39686,139.9312,21.02797998
16425,65.81488,118.5393,19.23842417
16426,68.31099,125.4367,18.89725773
16427,65.55142,129.8399,21.24219002
16428,68.78688,151.5744,22.52008161
16429,68.9762,136.3059,20.14055575
16430,69.73827,126.5047,18.28603922
16431,68.61113,149.0624,22.26046798
16432,70.29214,136.9524,19.48549495
16433,69.02156,126.4165,18.65475482
16434,65.24243,111.3249,18.38600535
16435,67.79481,109.7919,16.79317176
16436,65.14929,125.4005,20.7699389
16437,67.85083,104.3679,15.93719699
16438,67.95407,126.1482,19.20460754
16439,68.07138,104.5138,15.85622695
16440,67.96206,125.8946,19.16149361
16441,68.0562,123.0662,18.67921942
16442,69.54373,140.905,20.48168904
16443,67.44763,136.8386,21.14611353
16444,69.93226,143.142,20.57629979
16445,68.4428,123.9019,18.59421099
16446,67.14705,121.2435,18.90427016
16447,68.09321,127.1611,19.27977607
16448,70.98751,160.6929,22.417549
16449,69.63262,136.2754,19.7581973
16450,66.83325,135.069,21.25816865
16451,67.48442,128.1263,19.77819118
16452,70.30599,146.687,20.86230525
16453,70.9558,146.0678,20.39548379
16454,65.56472,128.1536,20.95780108
16455,67.08322,121.2183,18.93632562
16456,70.07861,108.5745,15.54218968
16457,71.39547,149.9232,20.67677751
16458,69.43051,141.5282,20.63942517
16459,66.80894,122.0407,19.2216583
16460,69.62216,138.2071,20.04429073
16461,65.8652,118.6262,19.22312163
16462,66.59005,141.7685,22.47586357
16463,71.13173,130.8381,18.17869952
16464,66.01563,129.1451,20.83241956
16465,66.28735,116.4058,18.6238142
16466,68.99924,117.7849,17.39227238
16467,67.84324,144.1374,22.01500802
16468,67.4654,105.317,16.26640591
16469,67.49195,123.4161,19.0468513
16470,65.34945,115.779,19.05904984
16471,67.83551,126.1946,19.27888477
16472,69.79369,126.8353,18.30472233
16473,68.87143,125.5759,18.61158772
16474,67.82667,124.1151,18.96614015
16475,68.81413,121.4105,18.0242136
16476,70.47876,130.5729,18.47957019
16477,73.16304,161.2538,21.17784657
16478,71.95209,146.3936,19.87881943
16479,67.44715,119.2209,18.42385533
16480,68.85059,114.7156,17.0122781
16481,69.72712,130.6584,18.8924902
16482,67.43691,136.2537,21.06242174
16483,71.11399,122.0355,16.96412318
16484,67.71312,138.2236,21.1929725
16485,66.77008,112.6772,17.76755131
16486,70.90585,132.9018,18.5832664
16487,67.47875,104.2591,16.09664028
16488,68.08728,111.6015,16.92362474
16489,68.54271,125.7349,18.81432419
16490,67.38204,139.3863,21.58177222
16491,67.62489,123.9918,19.06053763
16492,65.71741,96.56954,15.71935093
16493,66.75033,119.5639,18.86464181
16494,70.03827,138.7756,19.88829799
16495,66.8036,110.2972,17.37481059
16496,71.80215,139.9054,19.07721197
16497,69.75691,137.0891,19.80540744
16498,68.62702,100.7525,15.03906632
16499,68.03554,113.0308,17.16644847
16500,70.44384,141.5947,20.05932333
16501,69.53504,130.0973,18.9154288
16502,65.56302,115.0701,18.81914617
16503,67.68639,123.3297,18.92432057
16504,68.31423,120.6889,18.18026875
16505,71.41559,149.3469,20.58569246
16506,70.86132,135.3213,18.94536646
16507,70.19919,135.138,19.27829449
16508,67.31745,132.8306,20.60621119
16509,66.67461,111.7658,17.67434337
16510,68.52431,98.28103,14.71416704
16511,68.08513,128.1996,19.44184396
16512,65.22726,135.7065,22.42320585
16513,67.02577,114.7573,17.9577542
16514,63.12846,115.988,20.46058256
16515,68.91849,135.5944,20.06899255
16516,65.4037,126.7384,20.82854388
16517,66.72667,137.0383,21.63706669
16518,68.0043,117.1869,17.81400795
16519,68.24197,128.0584,19.33126549
16520,68.80229,123.4378,18.33148767
16521,68.76843,132.3484,19.674142
16522,66.26798,118.6096,18.98749626
16523,64.62832,138.6254,23.33202344
16524,68.20142,131.4314,19.864042
16525,70.85424,134.0073,18.76515232
16526,66.81173,114.561,18.04208341
16527,69.9304,139.4913,20.05258759
16528,69.89558,137.409,19.77293223
16529,65.211,109.6018,18.11887761
16530,64.95554,109.2972,18.21092334
16531,63.80198,116.5058,20.12030492
16532,69.32363,133.9561,19.59544943
16533,68.08572,119.1548,18.06986043
16534,66.42673,133.7442,21.30809059
16535,68.7483,121.1914,18.02615913
16536,71.42063,138.9418,19.14877042
16537,69.99781,134.018,19.22868356
16538,66.0776,113.0542,18.20260332
16539,68.02381,116.4733,17.69537617
16540,63.40728,127.6054,22.31239199
16541,65.35444,115.174,18.95656218
16542,68.65199,129.7975,19.36044751
16543,67.8743,129.9449,19.82913808
16544,69.21034,139.2897,20.44242262
16545,68.81727,128.4544,19.06818821
16546,69.74177,135.2069,19.54196585
16547,68.01296,138.7343,21.08413653
16548,65.96554,119.0405,19.23161798
16549,70.1201,114.3885,16.35507863
16550,69.52643,131.3148,19.0971756
16551,68.13839,118.1307,17.88687068
16552,68.01789,137.0494,20.82505479
16553,65.5277,90.67684,14.84574008
16554,70.11106,140.9521,20.1582956
16555,69.55787,136.3448,19.81076996
16556,67.8112,123.8181,18.92938921
16557,69.41543,131.7001,19.21451351
16558,69.16396,125.1731,18.39528967
16559,67.10355,129.3964,20.20163528
16560,66.59023,102.0816,16.18384698
16561,65.69038,128.0027,20.85311351
16562,65.87218,114.5395,18.55694733
16563,65.7737,116.1954,18.88164005
16564,67.08497,118.8063,18.55856259
16565,66.64738,96.76496,15.31465733
16566,69.90009,139.5857,20.08356397
16567,69.36888,135.4301,19.78523254
16568,69.41881,145.6596,21.24907889
16569,69.35477,133.5585,19.51974708
16570,66.78976,124.5194,19.62332418
16571,69.98352,112.0653,16.08551307
16572,70.76035,144.9425,20.35031463
16573,68.82168,134.7195,19.99563716
16574,69.50397,139.8523,20.35193536
16575,71.0584,149.2104,20.77416472
16576,66.55888,120.3692,19.10111364
16577,69.08809,139.7369,20.58069595
16578,67.78232,130.9741,20.04046937
16579,66.14817,119.4163,19.18594822
16580,67.02309,126.8851,19.85715649
16581,66.63003,133.8063,21.18809294
16582,68.09397,135.3716,20.52416876
16583,71.62587,143.5679,19.67310241
16584,68.36727,128.1388,19.2725642
16585,72.00969,151.6078,20.55393544
16586,72.15628,148.6441,20.07034004
16587,63.81356,104.9316,18.11488883
16588,67.12639,132.7966,20.71837537
16589,68.67044,114.1316,17.01459322
16590,68.76102,116.1148,17.26467005
16591,64.70654,128.1374,21.51467931
16592,67.46362,136.9027,21.14599164
16593,65.60326,121.0995,19.78093577
16594,69.56871,132.12,19.19092858
16595,65.56437,137.7446,22.52652089
16596,70.18009,120.0385,17.1335771
16597,68.01941,128.8836,19.58336247
16598,69.10492,133.099,19.59350718
16599,67.10458,132.1679,20.63369419
16600,71.08347,130.0081,18.08791449
16601,66.56587,132.1454,20.96544814
16602,67.37511,117.2506,18.15814268
16603,69.67643,135.9639,19.68825189
16604,68.01459,126.2054,19.17913843
16605,67.44922,125.0511,19.32364177
16606,67.82831,131.2811,20.06021296
16607,69.48856,131.6375,19.16497808
16608,65.63996,129.2401,21.08705812
16609,66.28026,116.499,18.64271309
16610,68.01966,113.4327,17.23553152
16611,68.88532,134.1067,19.86792173
16612,68.93233,123.785,18.31375623
16613,71.28853,128.2775,17.74461142
16614,68.47003,119.0145,17.84654556
16615,69.90329,137.8499,19.83200155
16616,70.09202,130.0885,18.61474446
16617,67.96698,121.0001,18.41387149
16618,66.22404,119.1531,19.09982236
16619,67.40603,124.1916,19.2154274
16620,68.18165,133.6314,20.20825574
16621,67.49878,122.5922,18.91586985
16622,70.19817,138.2708,19.72578155
16623,67.46387,133.6333,20.64084713
16624,67.63478,126.7765,19.48291426
16625,68.42936,136.7083,20.52415337
16626,69.11146,130.5486,19.21442571
16627,65.34682,112.6957,18.55298332
16628,72.27679,161.0088,21.6674212
16629,67.17652,127.4839,19.85983619
16630,69.97887,144.2267,20.70461413
16631,69.67383,129.6119,18.76985134
16632,69.89009,147.7944,21.27071577
16633,67.64807,130.4777,20.04383395
16634,67.32703,118.8394,18.43048916
16635,68.97336,124.6298,18.4168121
16636,67.66967,103.1117,15.82979005
16637,66.91254,126.6126,19.88003846
16638,67.55359,118.7322,18.29055874
